Word,WordPhonetic,WordTune,Part,WordDef,Remark,Level
管,かん,1,名,管子，圆管,,N3
観,かん,1,名,外观；观感；样子；观点,,N3
感覚,かんかく,0,名,感觉,,N3
換気,かんき,0,名,换气,,N3
環境,かんきょう,0,名,环境,,N3
歓迎,かんげい,0,名,欢迎,,N3
感激,かんげき,0,名,感激,,N3
関西,かんさい,1,名,（包括京都府、大阪府及兵库、奈良、和歌山、滋贺、三重、福井六县）关西地区,,N3
観察,かんさつ,0,名,观察,,N3
感じ,かんじ,0,名,感觉，印象；感情,,N3
感謝,かんしゃ,1,名,感谢,,N3
感情,かんじょう,0,名,感情,,N3
勘定,かんじょう,3,名,计算；结账；估计,,N3
関心,かんしん,0,名,关心,,N3
感心,かんしん,0,名,佩服，钦佩,,N3
完成,かんせい,0,名,完成,,N3
完全,かんぜん,0,名,完全,,N3
感想,かんそう,0,名,感想,,N3
観測,かんそく,0,名,观测,,N3
関東,かんとう,1,名,（包括东京都及茨城、栃木、群马、崎玉、千叶、神奈川六县，其中心为首都东京）关东地区,,N3
感動,かんどう,0,名,感动,,N3
監督,かんとく,0,名,监督；指挥；教练；导演,,N3
乾杯,かんぱい,0,名,干杯,,N3
管理,かんり,1,名,管理,,N3
関連,かんれん,0,名,关联,,N3
漢和,かんわ,"1,0",名,中国和日本；汉语和日语；汉日（辞典）,,N3
着替え,きがえ,0,名,换衣服；换洗的衣服,,N3
企画,きかく,0,名,计划，规划,,N3
機器,きき,"1,2",名,机械和器具,,N3
企業,きぎょう,1,名,企业,,N3
危険,きけん,0,名,危险,,N3
期限,きげん,1,名,期限,,N3
機嫌,きげん,0,名,心情，情绪,,N3
気候,きこう,0,名,气候,,N3
記者,きしゃ,"1,2",名,记者,,N3
傷/瑕/疵,きず,0,名,（切割的）伤；瑕疵；创伤,【记】き（きる→切る）+ず（ずら→吱啦一声→错位）→切后拉动→伤,N3
奇数,きすう,2,名,奇数,,N3
帰省,きせい,0,名,省亲,,N3
基礎,きそ,"1,2",名,基础,,N3
期待,きたい,0,名,期待,,N3
気体,きたい,0,名,气体,,N3
貴重,きちょう,0,名,贵重,,N3
貴重品,きちょうひん,0,名,贵重物品,,N3
記入,きにゅう,0,名,写入，填写,,N3
記念,きねん,0,名,纪念,,N3
機能,きのう,1,名,机能,,N3
希望,きぼう,0,名,希望,,N3
基本,きほん,0,名,基本,,N3
決まり,きまり,0,名,决定；规定；惯例,【记】き（きる→切る）+まり（む→用力状）→决定,N3
義務,ぎむ,1,名,义务,,N3
疑問,ぎもん,0,名,疑问,,N3
逆,ぎゃく,0,名,正相反,,N3
客観,きゃっかん,0,名,客观,,N3
救急,きゅうきゅう,0,名,急救,,N3
救急車,きゅうきゅうしゃ,3,名,急救车,,N3
休業,きゅうぎょう,0,名,歇业，停止营业，停业,,N3
休暇,きゅうか,0,名,休假,,N3
休学,きゅうがく,0,名,休学,,N3
休憩,きゅうけい,0,名,休息，小憩,,N3
休講,きゅうこう,0,名,停课,,N3
休日,きゅうじつ,0,名,休息日,,N3
給料,きゅうりょう,1,名,工资，薪水,,N3
教科,きょうか,1,名,科目；课程,,N3
教材,きょうざい,0,名,教材,,N3
教師,きょうし,1,名,教师,,N3
行事,ぎょうじ,"1,0",名,仪式，活动,,N3
教授,きょうじゅ,0,名,（大学）教授,,N3
恐縮,きょうしゅく,0,名,不好意思，过意不去；惶恐不安,,N3
強調,きょうちょう,0,名,强调,,N3
共通,きょうつう,0,名,共通，共同,,N3
郷土,きょうど,1,名,乡土，故乡,,N3
恐怖,きょうふ,"1,0",名,恐怖,,N3
許可,きょか,1,名,许可，允许,,N3
巨大,きょだい,0,名,巨大,,N3
距離,きょり,1,名,距离,,N3
記録,きろく,0,名,记录,,N3
禁煙,きんえん,0,名,禁止吸烟,,N3
金額,きんがく,0,名,金额,,N3
禁止,きんし,0,名,禁止,,N3
金銭,きんせん,1,名,金钱,,N3
金属,きんぞく,1,名,金属,,N3
近代,きんだい,1,名,近代；当代,,N3
緊張,きんちょう,0,名,紧张,,N3
近年,きんねん,1,名,近年,,N3
勤務,きんむ,1,名,工作，上班,,N3
空間,くうかん,0,名,空间,,N3
偶数,ぐうすう,3,名,偶数,,N3
偶然,ぐうぜん,0,名,偶然,,N3
屑,くず,1,名,碎片，碎块，碎渣；废物,【记】く（こ→小）+ず（ざ→杂）→杂小的→屑,N3
薬指,くすりゆび,3,名,无名指,【记】くすり（苦死了）→药；ゆ（ゆく→行く→方向）+び（微）→指方向的小东西→手指,N3
癖,くせ,2,名,毛病；癖好；（发音等的）怪味儿,【记】く（苦→病）+せ（瑟→轻→毛）→毛病,N3
具体,ぐたい,0,名,具体,,N3
下り,くだり,0,名,下行；下坡,【记】く（こ→小）+だ（达）+り（る→留→长）→下,N3
口癖,くちぐせ,0,名,口头禅,【记】く（こ→口）+ち（乞）→口+乞→吃→嘴；く（苦→病）+せ（瑟→轻→毛）→毛病；口+癖→口头禅,N3
唇,くちびる,0,名,嘴唇,【记】くち（口）+びる（ふる→振る→辰）→口+辰→唇,N3
口紅,くちべに,0,名,口红,【记】く（こ→口）+ち（乞）→口+乞→吃→嘴；べ（边）+に（霓→霓虹）→红色；口+紅→口红,N3
口元,くちもと,0,名,嘴边，嘴角；出入口附近,【记】く（こ→口）+ち（乞）→口+乞→吃→嘴；も（もの→物）+と（あと→跡→あし→足）→东西的脚→根基,N3
国,くに,0,名,国家；家乡,,N3
工夫,くふう,0,名,下功夫，动脑筋,,N3
区分,くぶん,"0,1",名,区分，划分；分开；分类,,N3
組み合わせ,くみあわせ,0,名,组合；配套；编组,,N3
暮らし,くらし,0,名,生活；生计,【记】くらし（暗し→暮）,N3
苦労,くろう,1,名,受苦，辛苦,,N3
軍隊,ぐんたい,1,名,军队,,N3
訓練,くんれん,1,名,训练,,N3
経営,けいえい,0,名,经营,,N3
景気,けいき,0,名,（经济学用语）景气，繁荣,,N3
敬語,けいご,0,名,敬语,,N3
傾向,けいこう,0,名,倾向,,N3
警告,けいこく,0,名,警告,,N3
計算,けいさん,0,名,计算；考虑；估计,,N3
形式,けいしき,0,名,形式,,N3
芸術,げいじゅつ,0,名,艺术,,N3
系統,けいとう,0,名,系统；流派,,N3
芸能,げいのう,0,名,手艺；表演才能；文艺节目,,N3
経費,けいひ,1,名,经费,,N3
契約,けいやく,0,名,契约，合同,,N3
経由,けいゆ,0,名,经由；经过,,N3
形容詞,けいようし,3,名,形容词,,N3
形容動詞,けいようどうし,5,名,形容动词,,N3
経理,けいり,1,名,会计，财会,,N3
外科,げか,0,名,外科,,N3
劇,げき,1,名,戏剧，戏曲,,N3
劇場,げきじょう,0,名,剧场,,N3
消しゴム,けしゴム,0,名,橡皮,,N3
下車,げしゃ,0,名,下车,,N3
下旬,げじゅん,0,名,下旬,,N3
化粧,けしょう,2,名,化妆,,N3
下水,げすい,0,名,脏水；下水道,,N3
血圧,けつあつ,0,名,血压,,N3
血液,けつえき,2,名,血液,,N3
結果,けっか,0,名,结果,,N3
結局,けっきょく,0,名,结局,,N3
結構,けっこう,"0,3",名,结构，布局；准备,,N3
決心,けっしん,1,名,决心,,N3
欠席,けっせき,0,名,缺席,,N3
決定,けってい,0,名,决定,,N3
欠点,けってん,3,名,缺点,,N3
結論,けつろん,0,名,结论,,N3
煙,けむり,0,名,烟,【记】け（き→気）+む（闷）＋り（る→留→长）→气闷→烟多→烟,N3
見解,けんかい,0,名,见解,,N3
研究室,けんきゅうしつ,3,名,研究室,,N3
研究所,けんきゅうじょ,0,名,研究所,,N3
現金,げんきん,3,名,现金,,N3
言語,げんご,1,名,语言,,N3
健康,けんこう,0,名,健康,,N3
検査,けんさ,1,名,检查,,N3
原材料,げんざいりょう,3,名,原材料,,N3
現実,げんじつ,0,名,现实,,N3
研修,けんしゅう,0,名,钻研，研究,,N3
検証,けんしょう,0,名,验证，核实；查证,,N3
現象,げんしょう,0,名,现象,,N3
減少,げんしょう,0,名,减少,,N3
現状,げんじょう,0,名,现状,,N3
建設,けんせつ,0,名,建设,,N3
現代,げんだい,1,名,现代,,N3
建築,けんちく,0,名,建筑,,N3
限定,げんてい,0,名,限定,,N3
検討,けんとう,0,名,研究，讨论,,N3
現場,げんば,0,名,现场,,N3
権利,けんり,1,名,权利,,N3
原料,げんりょう,3,名,原料,,N3
恋,こい,1,名,恋爱，恋情,,N3
語彙,ごい,1,名,词汇,,N3
恋人,こいびと,0,名,恋人,,N3
行為,こうい,1,名,行为,,N3
効果,こうか,1,名,效果,,N3
後悔,こうかい,1,名,后悔,,N3
郊外,こうがい,1,名,郊外,,N3
合格,ごうかく,0,名,合格,,N3
交換,こうかん,0,名,交换,,N3
好奇心,こうきしん,3,名,好奇心,,N3
高級,こうきゅう,0,名,高级,,N3
航空,こうくう,0,名,航空,,N3
合計,ごうけい,0,名,合计,,N3
広告,こうこく,0,名,广告,,N3
交差/交叉,こうさ,"1,0",名,交叉,,N3
工事,こうじ,1,名,施工,,N3
公式,こうしき,0,名,公式,,N3
香水,こうすい,0,名,香水,,N3
構造,こうぞう,0,名,构造,,N3
高速,こうそく,0,名,高速,,N3
肯定,こうてい,0,名,肯定,,N3
高等,こうとう,0,名,高等,,N3
後輩,こうはい,0,名,后辈,,N3
好評,こうひょう,0,名,好评,,N3
公務員,こうむいん,3,名,公务员,,N3
合理,ごうり,1,名,合理,,N3
交流,こうりゅう,0,名,交流,,N3
誤解,ごかい,0,名,误解,,N3
語学,ごがく,"1,0",名,语言学；外语,,N3
語学力,ごがくりょく,3,名,语言水平，语言能力,,N3
小型,こがた,0,名,小型,,N3
呼吸,こきゅう,0,名,呼吸,,N3
故郷,こきょう,1,名,故乡,,N3
国語,こくご,0,名,国语，语文,,N3
国産,こくさん,0,名,国产,,N3
国籍,こくせき,0,名,国籍,,N3
国内,こくない,2,名,国内,,N3
黒板,こくばん,0,名,黑板,,N3
克服,こくふく,0,名,克服,,N3
国民,こくみん,0,名,国民,,N3
国立,こくりつ,0,名,国立,,N3
腰,こし,0,名,腰；黏度，（面条的）筋道,【记】こし（越し→越过）→上半身和下半身过渡的地方→腰,N3
個室,こしつ,0,名,单间,,N3
胡椒,こしょう,2,名,胡椒,,N3
個人,こじん,1,名,个人,,N3
個性,こせい,1,名,个性,,N3
固体,こたい,0,名,固体,,N3
国家,こっか,1,名,国家,,N3
国会,こっかい,0,名,国会,,N3
小遣い,こづかい,1,名,零花钱,,N3
骨折,こっせつ,0,名,骨折,,N3
小包,こづつみ,2,名,小包裹，包裹,,N3
古典,こてん,0,名,古典,,N3
諺,ことわざ,0,名,谚语,【记】こと（言）+わざ（技）→语言的技术→谚语,N3
好み,このみ,"1,3",名,爱好，嗜好；流行,【记】こ（己）+のみ（飲み→接受）→自己接受→喜好,N3
個別,こべつ,0,名,个别,,N3
小指,こゆび,0,名,小拇指,【记】こ（己→小）；ゆ（い→いく→行く→方向）+び（微）→指方向的东西→手指,N3
小屋,こや,"2,0",名,小屋，简陋的小屋,,N3
今後,こんご,"0,1",名,今后,,N3
混雑,こんざつ,1,名,混乱；拥挤,,N3
困難,こんなん,1,名,困难,,N3
今日,こんにち,1,名,今日，今天,,N3
混乱,こんらん,0,名,混乱,,N3
差,さ,0,名,差，差别,,N3
最悪,さいあく,0,名,最糟糕,,N3
在学,ざいがく,0,名,在校上学,,N3
最高,さいこう,0,名,最高；最好，最棒,,N3
財産,ざいさん,"1,0",名,财产,,N3
材質,ざいしつ,0,名,材料的质地或性质,,N3
最終,さいしゅう,0,名,最终,,N3
在住,ざいじゅう,0,名,居住,,N3
最大,さいだい,0,名,最大,,N3
最中,さいちゅう,1,名,正在进行；最盛的时候,,N3
最低,さいてい,0,名,最糟糕，最不好,,N3
在日,ざいにち,0,名,在日本,,N3
才能,さいのう,0,名,才能,,N3
採用,さいよう,0,名,采用；雇用,,N3
材料,ざいりょう,3,名,材料；题材,,N3
逆さ,さかさ,0,名,相反，颠倒,【记】さか（坂）+さ（名词）→坡→逆,N3
作業,さぎょう,1,名,作业；工作,,N3
削除,さくじょ,1,名,消除,,N3
作成,さくせい,0,名,做成；起草,,N3
撮影,さつえい,0,名,摄影,,N3
作家,さっか,0,名,作家,,N3
座布団,ざぶとん,2,名,坐垫,,N3
作用,さよう,1,名,作用,,N3
参加,さんか,0,名,参加,,N3
参考,さんこう,0,名,参考,,N3
賛成,さんせい,0,名,赞成,,N3
産地,さんち,1,名,产地,,N3
しあさって,しあさって,3,名,大后天,,N3
市外,しがい,1,名,市外，郊区,,N3
次回,じかい,"1,0",名,下次,,N3
資格,しかく,0,名,资格,,N3
四季,しき,"2,1",名,四季,,N3
時期,じき,1,名,时期,,N3
資金,しきん,"2,1",名,资金,,N3
刺激,しげき,0,名,刺激,,N3
試験,しけん,2,名,考试,,N3
資源,しげん,1,名,资源,,N3
事件,じけん,1,名,事件,,N3
時刻,じこく,1,名,时刻,,N3
時刻表,じこくひょう,0,名,时刻表,,N3
支持,しじ,1,名,支持,,N3
指示,しじ,1,名,指示,,N3
支社,ししゃ,1,名,分公司,,N3
自習,じしゅう,0,名,自习,,N3
支出,ししゅつ,0,名,支出,,N3
市場,しじょう,0,名,市场,,N3
事情,じじょう,0,名,特殊情况,,N3
自信,じしん,0,名,自信,,N3
自身,じしん,1,名,自身,,N3
自然,しぜん,0,名,自然,,N3
事前,じぜん,0,名,事先,,N3
舌,した,2,名,舌头,【记】した（下）→舌头在口腔里的下部,N3
自宅,じたく,0,名,自己家,,N3
質,しつ,"0,2",名,质量；品质；素质,,N3
実験,じっけん,0,名,实验,,N3
実際,じっさい,0,名,实际,,N3
実施,じっし,0,名,实施,,N3
湿度,しつど,"2,1",名,湿度,,N3
失望,しつぼう,0,名,失望,,N3
実用,じつよう,0,名,实用,,N3
実力,じつりょく,0,名,实力,,N3
失恋,しつれん,0,名,失恋,,N3
指定,してい,0,名,指定,,N3
私鉄,してつ,0,名,民营铁路,,N3
支店,してん,0,名,分店,,N3
指導,しどう,0,名,指导,,N3
自動,じどう,0,名,自动,,N3
自動詞,じどうし,2,名,自动词,,N3
始発,しはつ,0,名,首班车,,N3
支払い,しはらい,0,名,支付，付款,,N3
資本,しほん,0,名,资本,,N3
自慢,じまん,0,名,自豪，骄傲,,N3
事務,じむ,1,名,事务,,N3
社員,しゃいん,1,名,公司职员,,N3
車掌,しゃしょう,0,名,电车上的乘务员；售票员,,N3
車両,しゃりょう,0,名,车辆,,N3
車輪,しゃりん,0,名,车轮,,N3
洒落,しゃれ,0,名,爱漂亮；俏皮话儿,,N3
重視,じゅうし,"1,0",名,重视,,N3
就職,しゅうしょく,0,名,就职,,N3
重大,じゅうだい,0,名,重大,,N3
住宅,じゅうたく,0,名,住宅,,N3
集団,しゅうだん,0,名,集团,,N3
集中,しゅうちゅう,0,名,集中,,N3
終点,しゅうてん,0,名,终点,,N3
重点,じゅうてん,"3,0",名,重点,,N3
収入,しゅうにゅう,0,名,收入,,N3
住民,じゅうみん,"0,3",名,居民,,N3
修理,しゅうり,1,名,修理,,N3
終了,しゅうりょう,0,名,终了，终结,,N3
祝日,しゅくじつ,0,名,节假日,,N3
受験,じゅけん,0,名,考试,,N3
主語,しゅご,1,名,主语,,N3
手術,しゅじゅつ,1,名,手术,,N3
手段,しゅだん,1,名,手段,,N3
主張,しゅちょう,0,名,主张,,N3
出勤,しゅっきん,0,名,出勤,,N3
述語,じゅつご,0,名,谓语,,N3
出張,しゅっちょう,0,名,出差,,N3
首都,しゅと,"1,2",名,首都,,N3
主婦,しゅふ,1,名,主妇,,N3
種類,しゅるい,1,名,种类,,N3
順序,じゅんじょ,1,名,顺序,,N3
消化,しょうか,0,名,消化,,N3
生姜,しょうが,0,名,生姜,,N3
奨学金,しょうがくきん,0,名,奖学金,,N3
乗客,じょうきゃく,0,名,乘客,,N3
状況,じょうきょう,0,名,状况,,N3
上下,じょうげ,1,名,上下,,N3
条件,じょうけん,3,名,条件,,N3
上司,じょうし,1,名,上司,,N3
乗車,じょうしゃ,0,名,乘车,,N3
乗車券,じょうしゃけん,3,名,车票,,N3
状態,じょうたい,0,名,状态,,N3
上達,じょうたつ,0,名,（学习和技术上的）进步,,N3
冗談,じょうだん,3,名,开玩笑,,N3
商店,しょうてん,1,名,商店,,N3
消費,しょうひ,"0,1",名,消费,,N3
情報,じょうほう,0,名,信息,,N3
賞味,しょうみ,1,名,品尝,,N3
賞味期限,しょうみきげん,4,名,品尝期限，有效期,,N3
証明,しょうめい,0,名,证明,,N3
正面,しょうめん,3,名,正面,,N3
消耗,しょうもう,0,名,消耗,,N3
消耗品,しょうもうひん,0,名,消耗品,,N3
初級,しょきゅう,0,名,初级,,N3
食塩,しょくえん,2,名,食盐,,N3
職業,しょくぎょう,2,名,职业,,N3
食後,しょくご,0,名,饭后,,N3
食卓,しょくたく,0,名,饭桌,,N3
食品,しょくひん,0,名,食品,,N3
食物,しょくもつ,2,名,食物,,N3
食欲,しょくよく,"0,2",名,食欲,,N3
食料,しょくりょう,2,名,食物,,N3
助詞,じょし,0,名,助词,,N3
初対面,しょたいめん,2,名,初次见面,,N3
食器,しょっき,0,名,餐具,,N3
助動詞,じょどうし,2,名,助动词,,N3
女優,じょゆう,0,名,女演员,,N3
知り合い,しりあい,0,名,相识，认识的人,【记】知り（认识）+合い（互相）→相识,N3
私立,しりつ,1,名,私立,,N3
市立,しりつ,1,名,市立,,N3
進学,しんがく,0,名,升学,,N3
新型,しんがた,0,名,新型,,N3
信号,しんごう,0,名,信号,,N3
人工,じんこう,0,名,人工,,N3
人材,じんざい,0,名,人才,,N3
人事,じんじ,1,名,人事,,N3
新車,しんしゃ,0,名,新车,,N3
申請,しんせい,0,名,申请,,N3
新生,しんせい,0,名,新生,,N3
人生,じんせい,1,名,人生,,N3
身体,しんたい,1,名,身体,,N3
寝台,しんだい,0,名,卧铺,,N3
人体,じんたい,1,名,人体,,N3
診断,しんだん,0,名,诊断,,N3
身長,しんちょう,0,名,身高,,N3
新入,しんにゅう,0,名,新加入,,N3
新入生,しんにゅうせい,3,名,新生,,N3
新年,しんねん,1,名,新年,,N3
信念,しんねん,1,名,信念,,N3
進歩,しんぽ,1,名,进步,,N3
人民,じんみん,3,名,人民,,N3
深夜,しんや,1,名,深夜,,N3
親友,しんゆう,0,名,挚友，好朋友,,N3
信用,しんよう,0,名,信用,,N3
信頼,しんらい,0,名,信赖,,N3
心理,しんり,1,名,心理,,N3
酢,す,1,名,醋,,N3
巣,す,"1,0",名,巢；窝,,N3
西瓜,すいか,0,名,西瓜,,N3
水産,すいさん,0,名,水产,,N3
睡眠,すいみん,0,名,睡眠,,N3
数字,すうじ,0,名,数字,,N3
好き好き,すきずき,2,名,各有所好,,N3
勧め,すすめ,0,名,建议，推荐；劝告，劝诱,,N3
隅々,すみずみ,"2,1",名,各个角落,【记】す（丝→轻）+み（身）→轻的东西→角落,N3
相撲,すもう,0,名,相扑,,N3
ずれ,ずれ,2,名,没对齐，不一致,【记】ずれ（ずら→吱啦一声→错位）→位置错开,N3
所為,せい,1,名,所做的事；原因,,N3
税,ぜい,1,名,税，税款,,N3
正解,せいかい,0,名,正确答案,,N3
性格,せいかく,0,名,性格,,N3
正確,せいかく,0,名,正确,,N3
税関,ぜいかん,0,名,海关,,N3
成功,せいこう,0,名,成功,,N3
正式,せいしき,0,名,正式,,N3
精神,せいしん,1,名,精神,,N3
成人,せいじん,0,名,成人,,N3
成績,せいせき,0,名,成绩,,N3
製造,せいぞう,0,名,制造,,N3
贅沢,ぜいたく,"3,4",名,奢侈，浪费,,N3
成長,せいちょう,0,名,成长,,N3
生長,せいちょう,0,名,生长,,N3
制度,せいど,1,名,制度,,N3
成年,せいねん,0,名,成年,,N3
青年,せいねん,0,名,青年,,N3
生年月日,せいねんがっぴ,5,名,出生年月日,,N3
製品,せいひん,0,名,制品；产品,,N3
政府,せいふ,1,名,政府,,N3
生物,せいぶつ,"1,0",名,生物,,N3
成分,せいぶん,1,名,成分,,N3
性別,せいべつ,0,名,性别,,N3
正門,せいもん,0,名,正门,,N3
整理,せいり,1,名,整理,,N3
生理,せいり,1,名,月经,,N3
成立,せいりつ,0,名,成立,,N3
責任,せきにん,0,名,责任,,N3
世代,せだい,"1,0",名,一代人,,N3
積極,せっきょく,0,名,积极,,N3
設計,せっけい,0,名,设计,,N3
接続詞,せつぞくし,"4,3",名,接续词,,N3
絶対,ぜったい,0,名,绝对,,N3
節約,せつやく,0,名,节约,,N3
設立,せつりつ,0,名,设立，成立,,N3
全員,ぜんいん,0,名,全员,,N3
前回,ぜんかい,"1,0",名,上次,,N3
専攻,せんこう,0,名,专业，专攻,,N3
全国,ぜんこく,1,名,全国,,N3
先日,せんじつ,0,名,前几天,,N3
選手,せんしゅ,1,名,选手,,N3
先週,せんしゅう,0,名,上周,,N3
全身,ぜんしん,0,名,全身,,N3
前進,ぜんしん,0,名,前进,,N3
全体,ぜんたい,0,名,全体,,N3
扇風機,せんぷうき,3,名,电风扇,,N3
専用,せんよう,0,名,专用,,N3
全力,ぜんりょく,0,名,全力,,N3
象,ぞう,1,名,大象,,N3
像,ぞう,1,名,像,,N3
増加,ぞうか,0,名,增加,,N3
操作,そうさ,1,名,操作,,N3
想像,そうぞう,0,名,想象,,N3
創造,そうぞう,0,名,创造,,N3
増大,ぞうだい,0,名,增大,,N3
送料,そうりょう,"1,3",名,邮费，运费,,N3
速度,そくど,1,名,速度,,N3
速力,そくりょく,2,名,速度,,N3
組織,そしき,1,名,组织,,N3
育ち,そだち,3,名,成长，发育；教养，教育,【记】そ（其）+だち（たち→立ち）→其站立→成长,N3
外側,そとがわ,0,名,外侧,,N3
蕎麦,そば,1,名,荞麦面,【记】そ（粗）+ば（吧）→质地粗的面→荞麦面,N3
尊敬,そんけい,0,名,尊敬,,N3
存在,そんざい,0,名,存在；人物,,N3
存知,ぞんじ,0,名,知道,,N3
尊重,そんちょう,0,名,尊重,,N3
体育,たいいく,1,名,体育,,N3
第一,だいいち,1,名,第一,,N3
隊員,たいいん,0,名,队员,,N3
体温,たいおん,1，4,名,体温,,N3
大会,たいかい,0,名,大会,,N3
体格,たいかく,0,名,体格,,N3
体系,たいけい,0,名,体系,,N3
体型,たいけい,0,名,体型,,N3
体験,たいけん,0,名,体验,,N3
体重,たいじゅう,0,名,体重,,N3
対象,たいしょう,0,名,对象,,N3
大小,だいしょう,1,名,大小,,N3
体制,たいせい,0,名,体制,,N3
体積,たいせき,1,名,体积,,N3
体操,たいそう,0,名,体操,,N3
態度,たいど,1,名,态度,,N3
大統領,だいとうりょう,3,名,总统,,N3
大都市,だいとし,3,名,大城市,,N3
体内,たいない,1,名,体内,,N3
代表,だいひょう,0,名,代表,,N3
大部分,だいぶぶん,3,名,大部分,,N3
逮捕,たいほ,1,名,逮捕,,N3
代名詞,だいめいし,3,名,代词,,N3
対面,たいめん,0,名,面对面；会面,,N3
太陽,たいよう,1,名,太阳,,N3
代理,だいり,0,名,代理,,N3
大陸,たいりく,"0,1",名,大陆,,N3
対立,たいりつ,0,名,对立,,N3
宝,たから,3,名,宝贝，宝物，财宝,【记】た（多）+か（加）→たか（高，贵）+ら（拉）→很贵的东西→宝,N3
宝くじ,たからくじ,3,名,彩票,,N3
宝物,たからもの,"0,5,4",名,宝贝，宝物,,N3
宅,たく,0,名,家，住所,,N3
助け,たすけ,3,名,帮助,【记】た（他）+すけ（助）→助他,N3
只/唯/徒,ただ,1,名,免费,,N3
他動詞,たどうし,2,名,他动词,,N3
他人,たにん,0,名,他人，毫无关系的人,,N3
度,たび,2,名,时候，次，回,【记】た（踏）+び（ぼ→步）→度（过）,N3
旅,たび,2,名,旅行,【记】た（踏）+び（ぼ→步）→旅行,N3
玉,たま,2,名,圆球,【记】た（多）+ま（满→圆）→非常圆的东西,N3
弾,たま,2,名,子弹,【记】同上,N3
球,たま,2,名,球，球状物,【记】同上,N3
珠,たま,2,名,珠子,【记】同上,N3
短期,たんき,1,名,短期,,N3
短期間,たんきかん,3,名,短期,,N3
短期大学,たんきだいがく,4,名,短期大学,,N3
単語,たんご,0,名,单词,,N3
男子,だんし,1,名,男子,,N3
男女,だんじょ,1,名,男女,,N3
誕生,たんじょう,0,名,诞生,,N3
単身,たんしん,0,名,单身,,N3
短大,たんだい,0,名,短期大学,,N3
団体,だんたい,0,名,团体,,N3
担当,たんとう,0,名,担任；负责,,N3
担任,たんにん,0,名,班主任,,N3
段落,だんらく,0,名,段落,,N3
地位,ちい,1,名,地位,,N3
地球,ちきゅう,0,名,地球,,N3
地区,ちく,"1,2",名,地区,,N3
遅刻,ちこく,0,名,迟到,,N3
知識,ちしき,1,名,知识,,N3
乳,ちち,"2,1",名,乳汁；乳房,,N3
昼食,ちゅうしょく,0,名,午饭,,N3
中心,ちゅうしん,0,名,中心,,N3
中途,ちゅうと,0,名,中途,,N3
中年,ちゅうねん,0,名,中年,,N3
長期,ちょうき,1,名,长期,,N3
調査,ちょうさ,1,名,调查,,N3
長時間,ちょうじかん,3,名,长时间,,N3
長女,ちょうじょ,1,名,长女，大女儿,,N3
長城,ちょうじょう,0,名,长城,,N3
調整,ちょうせい,0,名,调整,,N3
調節,ちょうせつ,0,名,调节,,N3
朝鮮,ちょうせん,3,名,朝鲜,,N3
挑戦,ちょうせん,0,名,挑战,,N3
頂戴,ちょうだい,3,名,收到；跟别人索要,,N3
長男,ちょうなん,"1,3",名,长子，大儿子,,N3
長方形,ちょうほうけい,"3,0",名,长方形,,N3
調味料,ちょうみりょう,3,名,调味料，佐料,,N3
直接,ちょくせつ,0,名,直接,,N3
直線,ちょくせん,0,名,直线,,N3
対,つい,0,名,成双；成对,,N3
通学,つうがく,0,名,上下学,,N3
通勤,つうきん,0,名,上下班,,N3
通行,つうこう,0,名,通行,,N3
通信,つうしん,0,名,通信，通讯,,N3
通知,つうち,0,名,通知,,N3
疲れ,つかれ,3,名,疲乏，疲劳，疲倦,【记】つか（つく→着く→到头）+れ（累）→疲劳,N3
作り,つくり,3,名,构造，样式；打扮；化妆,,N3
漬物,つけもの,0,名,泡菜，咸菜，酱菜,【记】つ（刺）+け（く→方向）→放到水里→浸泡,N3
土,つち,2,名,土，土壤，土地,【记】つ（次）+ち（地）→次于大地→土,N3
続き,つづき,0,名,继续；下文,【记】つ（次）+つ（次）+浊音（拖泥带水→有关）+き（く→根据字形→方向）→一次一次有关→继续,N3
爪,つめ,0,名,指甲；爪子；琴拨片,【记】つ（て→手）+め（も→もの）→爪,N3
梅雨,つゆ,0,名,梅雨,【记】つ（次）+ゆ（雨）→次于雨的东西→小雨→梅雨,N3
出会い,であい,0,名,邂逅，遇见，相遇,【记】出+会い→出去见→邂逅，第一次遇到,N3
定期,ていき,1,名,定期,,N3
定期券,ていきけん,3,名,月票,,N3
定休日,ていきゅうび,3,名,定期休息日,,N3
停止,ていし,0,名,停止,,N3
停車,ていしゃ,0,名,停车,,N3
提出,ていしゅつ,0,名,提出；提交,,N3
程度,ていど,"0,1",名,程度,,N3
出入り,でいり,"0,1",名,出入，进出，往来；收支；参差不齐,,N3
出入口,でいりぐち,3,名,出入口,,N3
停留所,ていりゅうじょ,"0,5",名,车站；停车场,,N3
手数,てかず,1,名,麻烦，周折,,N3
出来事,できごと,2,名,事件,,N3
手数,てすう,2,名,麻烦，费事,,N3
鉄,てつ,0,名,铁,,N3
手伝い,てつだい,3,名,帮助，帮忙,,N3
手続き,てつづき,2,名,手续,,N3
鉄道,てつどう,0,名,铁道，铁路,,N3
徹夜,てつや,0,名,彻夜,,N3
出前,でまえ,0,名,送外卖,,N3
電気,でんき,1,名,电；电灯,,N3
電機,でんき,1,名,电机,,N3
電器,でんき,1,名,电器,,N3
電球,でんきゅう,0,名,电灯泡,,N3
電源,でんげん,"0,3",名,电源,,N3
伝言,でんごん,0,名,传言；口信,,N3
